,id,sentence_text,cluster
66,sc.22_37_1_82_4,الآخرون: بالفتح على الخطاب {آيذا} بالمد والياء {إنا} بهمزة واحدة مكسورة: يزيد وقالون وزيد.,51
67,sc.22_37_1_82_5,"الباقون: مثل التي في \"" الرعد \"" وأما الثانية فمثل التي في \"" الرعد \"" {أو آباؤنا} مثل {أو أمن أهل القرى} [الأعراف: 98] وكذلك في \"" الواقعة \"" {لا تناصرون} بالتشديد البزي وابن فليح {أئنا} {أئنك} {أئفكا} مثل {ائنكم} في \"" الأنعام \"" {ينزفون} بضم الياء وكسر الزاي: حمزة وعلي وخلف والمفضل.",-1
68,sc.22_37_1_82_6,الآخرون: بفتح الزاي {لترديني} بالياء في الحالين: يعقوب وافق ورش وسهل وعباس في الوصل.,51
69,sc.22_37_1_82_7,الوقوف: {صفا} ه لا {زجراً} ه لا {لواحد} ه ط {المشارق} ه ط {الكواكب} ه لا {مارد} ه ج لاحتمال ما بعده الوصف والاستئناف قاله السجاوندي.,40
70,sc.22_37_1_82_8,"وعليه بحث يجيء في التفسير {واصب} ه لا {ثاقب} ه ج {خلقنا} ط {لازب} ه {ويسخرون} ه ص {لا يذكرون} ه ص {يستسخرون} ه ص {مبين} ه ج {لمبعوثون} ه لا {الأوّلون} ه ط {داخرون} ه {ينظرون} ه {الدين} ه {تكذبون} ه {يعبدون} ه لا {الجحيم} ه {مسؤولون} ه لا لأن المسؤول عنه قوله {ما لكم لا تناصرون} ه {مستسلمون} ه {يتساءلون} ه {اليمين} ه {مؤمنين} ه ج {سلطان} ج للعدول مع اتفاق الجملتين {طاغين} ه {لذائقون} ه {غاوين} ه {مشتركون} ه {بالمجرمين} ه {يستكبرون} ه {مجنون} ه ط {المرسلين} ه {الأليم} ه ج {تعملون} ه لا {المخلصين} ه {معلوم} ه {فواكه} ج لاحتمال الواو الحال والاستئناف {مكرمون} ه لا {النعيم} ه لا {متقابلين} ج {معين} ه لا {للشارين} ه ج لأن ما بعده يصلح وصفاً واستئنافاً {ينزفون} ه {عين} ط {مكنون} ج {يتساءلون} ه {قرين} ه {المصدّقين} ه {لمدينون} ه {مطلعون} ه {الجحيم} ه {لتردين} ه {المحضرين} ه {بميتين} ه لا {بمعذبين} ه {العظيم} ه {العالمون} ه {الزقوم} ه {للظالمين} ه {الجحيم} ه لا لأن ما بعده صفة لشجرة {الشياطين} ه {البطون} ه لا لأن \"" ثم \"" لترتيب الأخبار {حميم} ه {الجحيم} ه ج {ضالين} ه لا للعطف مع اتصال المعنى {يهرعون} ه {الأوّلين} ه {منذرين} ه {المنذرين} ه لا {المخلصين} ه {المجيبون} ه ز {العظيم} ه ز {الباقين} ه ز {في الآخرين} ه لا لأن ما بعده مفعول تركنا على سبيل الحكاية {العالمين} ه {المحسنين} ه {المؤمنين} ه {الآخرين} ه.",61
71,sc.22_37_1_82_9,التفسير: إنه سبحانه بدأ في أوّل هذه السورة بالتوحيد كما ختم السورة المتقدمة بذكر المعاد وأقسم على المطلوب بثلاثة أشياء، أما الحكمة في القسم فكما مرّ في أول سورة يس، وأما الإقسام بغير الله وصفاته فلا نسلم أنه لا يجوز لله سبحانه، أو هو على عادة العرب، أو المراد تعظيم هذه الأشياء وتشريفها، أو المراد رب هذه الأشياء فحذف المضاف.,42
72,sc.22_37_1_82_10,قال الواحدي: إدغام التاء في الصاد حسن وكذا التاء في الزاي وفي الذال لتقارب مخارجها، الا ترى أن التاء والصاد هما من طرف اللسان وأوصل الثنايا ويجتمعان في الهمس، والمدغم فيه يزيد على المدغم في الإطباق والصفير وإدغام الأنقص في الأزيد حسن؟,51
73,sc.22_37_1_82_11,وأيضاً الزاي مجهورة وفيها زيادة صفير.,37
74,sc.22_37_1_82_12,ثم المقسم بها في الآيات إما أن تكون صفات ثلاثاً لموصوف واحد أو صفات لموصوفات متباينة.,-1
75,sc.22_37_1_82_13,وأما التقدير الأوّل ففيه وجوه الأوّل: أنها صفة الملائكة لأنهم صفوف في السماء كصفوف المصلين في الأرض، أو أنهم يصفون أجنحتهم في الهواء واقفين منتظرين لأمر الله تعالى.,37
76,sc.22_37_1_82_14,والصف ترتيب الشيء على نسق.,37
77,sc.22_37_1_82_15,الفاعل صاف، والجماعة صافة، والصافات جمع الجمع ولولا ذلك لقيل والصافين.,37
78,sc.22_37_1_82_16,قال الحكيم: يشبه أن يكون معنى كونهم صفوفاً أن لكل منهم مرتبة معينة في الشرف أو بالغلبة.,37
79,sc.22_37_1_82_17,والزجر سوق السحاب.,37
80,sc.22_37_1_82_18,قال ابن عباس: يعني الملائكة الموكلين بالسحاب.,37
81,sc.22_37_1_82_19,وقال آخرون: أراد زجرهم الناس عن المعاصي بالخواطر والإلهامات، أو بدفع تعرض الشياطين عن بني آدم.,42
82,sc.22_37_1_82_20,والتاليات الذين يتلون كتاب الله على الأبنياء.,73
83,sc.22_37_1_82_21,والحاصل أن كونهم صافين إشارة إلى استكمال جواهر الملائكة في ذواتها أعني وقوفهم في مواقف العبودية والطاعة، وكونهم زاجرين إشارة إلى كيفية تأثيراتها في إزالة ما لا ينبغي من جواهر الأرواح البشرية، وكونهم تالين إشارة إلى كيفية تأثيراتها في إفاضة الجلايا القدسية والأنوار الإلهية على الأرواح الإنسانية.,37
84,sc.22_37_1_82_22,الوجه الثاني أنها صفات النفوس الإنسانية المقبلة على عبودية الله وعبادته وهم ملائكة الأرض، أقسم بنفوس المصلين بالجماعات الزاجرين أنفسهم عن الشهوات أو عن إلقاء وساوس الشيطان في قلوبهم أثناء الصلوات بتقديم الاستعاذة أو برفع الأصوات، التالين للقرآن في الصلاة وغيرها.,37
85,sc.22_37_1_82_23,أو أقسم بنفوس العلماء الصافات لأجل الدعوة إلى دين الله الزاجرات عن الشبهات والمنهيات بالمواعظ والنصائح الدارسات شرائع الله وكتبه لوجه الله، أو أقسم بنفوس المجاهدين في سبيل الله كقوله {إن الله يحب الذين يقاتلون في سبيله صفاً} [الصف: 4] والزجرة والصيحة سواء.,37
86,sc.22_37_1_82_24,والمراد رفع الصوت بزجر الخيل.,-1
87,sc.22_37_1_82_25,وأما التاليات فذلك أنهم يشتغلون وقت المحاربة بقراءة القرآن وذكر الله.,73
88,sc.22_37_1_82_26,يحكى عن علي بن أبي طالب رضي الله عنه أنه كان يخرج من الصف وسيفه ينطف دماً فإذا رقى ربوة يأتي بالخطبة الغراء.,42
89,sc.22_37_1_82_27,الوجه الثالث أنها صفات آيات القرآن وذلك أنها أنواع مختلفة بعضها دلائل التوحيد، وبعضها دلائل العلم والقدرة، وبعضها دلائل النبوة، وبعضها دلائل المعاد، وبعضها بيان التكاليف والأحكام، وبعضها تعليم الأخلاق الفاضلة، وكلها مترتبة ترتيباً لا يتغير ولا يتبدل فكأنها أجرام واقفة في صفوف معينة، ولا ريب أنها تزجر المكلفين عن المناهي والمنكرات.,-1
90,sc.22_37_1_82_28,وأما نسبة التلاوة إليهن فمجاز كما يقال: شعر شاعر.,-1
91,sc.22_37_1_82_29,والفاء في هذه الوجوه لترتب الصفات في الفضل فالفضل للصف ثم للزجر ثم للتلاوة أو بالعكس فلكل وجه.,37
92,sc.22_37_1_82_30,ويحتمل وإن لم يذكره جار الله أن تكون لترتيب معانيها في الوجود كقوله: الصابح فالغانم فالآيب كأنه قال: الذي صبح فغنم فآب.,-1
93,sc.22_37_1_82_31,مثاله المصلون يقفون أوّلاً صفوفاً ثم يزجرون الوساوس عنهم بالاستعاذة ثم يشتغلون بالقراءة.,3
94,sc.22_37_1_82_32,وأما التقدير الثاني وهو أن يكون المراد بهذه الأمور الثلاثة موصوفات متغايرة؛ فالصافات الطير من قوله {والطير صافات} [النور: 41] والزاجرات كل ما زجر عن معاصي الله، والتاليات كل من تلا كتاب الله.,37
95,sc.22_37_1_82_33,أو الصافات طائفة من الملائكة أو من الأشخاص الإِنسانية، وكل من الزاجرات والتاليات طائفة أخرى.,37
96,sc.22_37_1_82_34,وقيل: الصافات العالم الجسماني المنضود كرة فوق كرة من الأرض إلى الفلك الأعظم، والزاجرات الأرواح المدبرة للأجسام بالتحريك والتصريف، والتاليات الأرواح المستغرقة في بحار معرفة الله تعالى والثناء عليه.,37
97,sc.22_37_1_82_35,والفاء على هذه المعاني لترتب الموصوفات في الفضل.,37
98,sc.22_37_1_82_36,ثم إنه سبحانه لو يقتصر في إثبات التوحيد على الحلف ولكنه عقبه بالدليل الباهر فقال {رب السموات والأرض وما بينهما ورب المشارق} فلكل كوكب مشرق ومغرب بل للشمس ولسائر السيارات وللثوابت في كل يوم مشرق آخر بحسب تباعدها عن منطقة المعدل وتقاربها منها.,40
99,sc.22_37_1_82_37,وإنما اقتصر على ذكر المشارق لشرفها ولدلالتها على البغارب كقوله {سرابيل تقيكم الحر} [النحل: 81].,40
100,sc.22_37_1_82_38,ثم بين أنه جعل الكواكب بحيث يشاهدها الناس من السماء الدنيا وهي تأنيث الأدنى لمنفعتين: الأولى تحصيل الزينة، والثانية الحفظ من الشيطان.,41
101,sc.22_37_1_82_39,والزينة مصدر كالنسبة أو اسم لما يزان به الشيء كالليقة لما تلاق به الدواة.,-1
102,sc.22_37_1_82_40,ثم قرأ بالإضافة فلها وجوه: أن يكون مصدراً مضافاً إلى الفاعل أي بأن زانتها الكواكب وإلى المفعول أي بأن زان الله تعالى الكواكب وحسنها في أنفسها، فإن النور والضوء أحسن الصفات وأكملها، وكذا أشكالها المختلفة كشكل الثريا وبنات النعش والجوزاء وسائر الصور المتوهمة من الخطوط التي تنظم طائفة منها، وقد ترتقي إلى نيف وأربعين منها صور البروج الاثني عشر.,40
103,sc.22_37_1_82_41,وبالجملة إشراق الجواهر الزواهر وتلألؤها على بسيط أزرق بنظام مخصوص مما يروق الناظر، ويجوز أن يقع {الكواكب} بياناً للزينة وهي اسم لأن الزينة مبهمة في الكواكب وغيرها مما يزان به فيكون كخاتم فضة.,41
104,sc.22_37_1_82_42,ويجوز أن يراد بالزينة ما زينت به الكواكب كما روي عن ابن عباس أنه فسر الزينة بالضوء.,41
